idTram,infoDisponible,data,tempsActual,tempsPrevist,tempsRecorregutFutur,factorReferenciaActual,tendencia
47,1,20260113150555,181,180,1,1,1
48,0,20260113150555,0,0,-1,-1,-1
49,1,20260113150555,304,304,1,1,1
50,1,20260113150555,0,0,-1,-1,-1
51,1,20260113150555,269,269,1,1,1
52,1,20260113150555,299,299,1,1,1
53,1,20260113150555,149,149,1,1,1
54,1,20260113150555,164,164,1,1,1
55,1,20260113150555,0,0,-1,-1,-1
56,1,20260113150555,0,0,-1,-1,-1
57,1,20260113150555,0,0,-1,-1,-1
58,1,20260113150555,0,0,-1,-1,-1
59,1,20260113150555,164,164,1,1,1
60,1,20260113150555,424,423,1,1,1
61,1,20260113150555,285,285,1,1,1
62,0,20260113150555,0,0,-1,-1,-1
63,0,20260113150555,0,0,-1,-1,-1
64,0,20260113150555,0,0,-1,-1,-1
65,1,20260113150555,212,170,0,1,2
66,1,20260113150555,178,188,0,0,1
67,1,20260113150555,419,431,0,0,1
68,1,20260113150555,131,129,0,1,2
69,1,20260113150555,133,133,1,1,1
70,1,20260113150555,134,136,1,1,1
71,0,20260113150555,106,104,1,1,1
72,0,20260113150555,194,193,1,1,1
73,0,20260113150555,123,127,1,1,1
74,0,20260113150555,162,126,0,0,1
75,0,20260113150555,267,261,1,1,1
76,0,20260113150555,110,111,0,1,2
77,1,20260113150555,434,435,1,1,1
78,1,20260113150555,427,425,1,1,1
1,1,20260113151554,304,304,1,1,1
2,1,20260113151554,0,0,-1,-1,-1
3,1,20260113151554,306,307,1,1,1
4,1,20260113151554,328,330,1,1,1
5,1,20260113151554,174,174,1,1,1
6,1,20260113151554,280,276,1,1,1
7,1,20260113151554,184,184,1,1,1
8,0,20260113151554,0,0,-1,-1,-1
9,0,20260113151554,0,0,-1,-1,-1
10,1,20260113151554,171,171,1,1,1
11,1,20260113151554,0,0,-1,-1,-1
12,1,20260113151554,101,101,1,1,1
13,1,20260113151554,231,230,1,1,1
14,0,20260113151554,0,0,-1,-1,-1
15,1,20260113151554,222,223,1,1,1
16,1,20260113151554,238,238,1,1,1
17,1,20260113151554,192,192,1,1,1
18,1,20260113151554,0,0,-1,-1,-1
19,0,20260113151554,0,0,-1,-1,-1
20,0,20260113151554,0,0,-1,-1,-1
21,1,20260113151554,0,0,-1,-1,-1
22,1,20260113151554,270,270,1,1,1
23,1,20260113151554,189,189,1,1,1
24,1,20260113151554,240,240,1,1,1
25,1,20260113151554,0,0,-1,-1,-1
26,1,20260113151554,260,260,1,1,1
27,1,20260113151554,186,186,1,1,1
28,1,20260113151554,260,261,1,1,1
29,1,20260113151554,363,364,1,1,1
30,1,20260113151554,0,0,-1,-1,-1
31,1,20260113151554,219,219,1,1,1
32,1,20260113151554,180,181,1,1,1
33,1,20260113151554,0,0,-1,-1,-1
34,1,20260113151554,221,220,1,1,1
35,1,20260113151554,153,152,1,1,1
36,1,20260113151554,0,0,-1,-1,-1
37,1,20260113151554,206,205,1,1,1
38,1,20260113151554,206,206,1,1,1
39,1,20260113151554,110,110,1,1,1
40,1,20260113151554,290,289,1,1,1
41,0,20260113151554,0,0,-1,-1,-1
42,1,20260113151554,211,211,1,1,1
43,0,20260113151554,0,0,-1,-1,-1
44,0,20260113151554,0,0,-1,-1,-1
45,0,20260113151554,0,0,-1,-1,-1
46,0,20260113151554,0,0,-1,-1,-1
47,1,20260113151554,181,181,1,1,1
48,0,20260113151554,0,0,-1,-1,-1
49,1,20260113151554,304,304,1,1,1
50,1,20260113151554,0,0,-1,-1,-1
51,1,20260113151554,269,269,1,1,1
52,1,20260113151554,300,299,1,1,1
53,1,20260113151554,149,149,1,1,1
54,1,20260113151554,164,164,1,1,1
55,1,20260113151554,0,0,-1,-1,-1
56,1,20260113151554,0,0,-1,-1,-1
57,1,20260113151554,0,0,-1,-1,-1
58,1,20260113151554,0,0,-1,-1,-1
59,1,20260113151554,164,164,1,1,1
60,1,20260113151554,425,423,1,1,1
61,1,20260113151554,285,285,1,1,1
62,0,20260113151554,0,0,-1,-1,-1
63,0,20260113151554,0,0,-1,-1,-1
64,0,20260113151554,0,0,-1,-1,-1
65,1,20260113151554,156,217,1,1,1
66,1,20260113151554,174,187,0,0,1
67,1,20260113151554,518,470,0,0,1
68,1,20260113151554,131,134,1,1,1
69,1,20260113151554,137,136,1,1,1
70,1,20260113151554,134,141,1,1,1
71,0,20260113151554,103,104,1,1,1
72,0,20260113151554,213,209,0,1,2
73,0,20260113151554,130,128,1,1,1
74,0,20260113151554,126,137,0,0,1
75,0,20260113151554,261,250,1,1,1
76,0,20260113151554,112,113,1,1,1
77,1,20260113151554,434,433,1,1,1
78,1,20260113151554,426,428,1,1,1
1,1,20260113152054,305,304,1,1,1
2,1,20260113152054,0,0,-1,-1,-1
3,1,20260113152054,306,306,1,1,1
4,1,20260113152054,327,328,1,1,1
5,1,20260113152054,174,174,1,1,1
6,1,20260113152054,281,278,1,1,1
7,1,20260113152054,185,184,1,1,1
8,0,20260113152054,0,0,-1,-1,-1
9,0,20260113152054,0,0,-1,-1,-1
10,1,20260113152054,171,171,1,1,1
11,1,20260113152054,0,0,-1,-1,-1
12,1,20260113152054,100,101,1,1,1
13,1,20260113152054,231,230,1,1,1
14,0,20260113152054,0,0,-1,-1,-1
15,1,20260113152054,222,222,1,1,1
16,1,20260113152054,238,238,1,1,1
17,1,20260113152054,193,192,1,1,1
18,1,20260113152054,0,0,-1,-1,-1
19,0,20260113152054,0,0,-1,-1,-1
20,0,20260113152054,0,0,-1,-1,-1
21,1,20260113152054,0,0,-1,-1,-1
22,1,20260113152054,270,270,1,1,1
23,1,20260113152054,189,189,1,1,1
24,1,20260113152054,240,240,1,1,1
25,1,20260113152054,0,0,-1,-1,-1
26,1,20260113152054,260,260,1,1,1
27,1,20260113152054,187,186,1,1,1
28,1,20260113152054,260,261,1,1,1
29,1,20260113152054,364,363,1,1,1
30,1,20260113152054,0,0,-1,-1,-1
31,1,20260113152054,221,219,1,1,1
32,1,20260113152054,179,179,1,1,1
33,1,20260113152054,0,0,-1,-1,-1
34,1,20260113152054,221,220,1,1,1
35,1,20260113152054,154,153,1,1,1
36,1,20260113152054,0,0,-1,-1,-1
37,1,20260113152054,205,205,1,1,1
38,1,20260113152054,206,206,1,1,1
39,1,20260113152054,110,110,1,1,1
40,1,20260113152054,290,289,1,1,1
41,0,20260113152054,0,0,-1,-1,-1
42,1,20260113152054,213,216,1,1,1
43,0,20260113152054,0,0,-1,-1,-1
44,0,20260113152054,0,0,-1,-1,-1
45,0,20260113152054,0,0,-1,-1,-1
46,0,20260113152054,0,0,-1,-1,-1
47,1,20260113152054,181,181,1,1,1
48,0,20260113152054,0,0,-1,-1,-1
49,1,20260113152054,304,304,1,1,1
50,1,20260113152054,0,0,-1,-1,-1
51,1,20260113152054,270,269,1,1,1
52,1,20260113152054,300,300,1,1,1
53,1,20260113152054,149,149,1,1,1
54,1,20260113152054,164,164,1,1,1
55,1,20260113152054,0,0,-1,-1,-1
56,1,20260113152054,0,0,-1,-1,-1
57,1,20260113152054,0,0,-1,-1,-1
58,1,20260113152054,0,0,-1,-1,-1
59,1,20260113152054,164,164,1,1,1
60,1,20260113152054,423,422,1,1,1
61,1,20260113152054,286,285,1,1,1
62,0,20260113152054,0,0,-1,-1,-1
63,0,20260113152054,0,0,-1,-1,-1
64,0,20260113152054,0,0,-1,-1,-1
65,1,20260113152054,161,188,1,1,1
66,1,20260113152054,258,212,0,0,1
67,1,20260113152054,492,496,0,0,1
68,1,20260113152054,132,130,1,1,1
69,1,20260113152054,136,140,1,1,1
70,1,20260113152054,137,141,1,1,1
71,0,20260113152054,110,104,1,1,1
72,0,20260113152054,192,206,1,1,1
73,0,20260113152054,124,126,1,1,1
74,0,20260113152054,113,122,0,0,1
75,0,20260113152054,248,249,1,1,1
76,0,20260113152054,119,113,0,0,1
77,1,20260113152054,433,433,1,1,1
78,1,20260113152054,426,427,1,1,1
1,1,20260113152554,305,304,1,1,1
2,1,20260113152554,0,0,-1,-1,-1
3,1,20260113152554,306,306,1,1,1
4,1,20260113152554,327,326,1,1,1
5,1,20260113152554,174,174,1,1,1
6,1,20260113152554,283,280,1,1,1
7,1,20260113152554,186,186,1,1,1
8,0,20260113152554,0,0,-1,-1,-1
9,0,20260113152554,0,0,-1,-1,-1
10,1,20260113152554,171,171,1,1,1
11,1,20260113152554,0,0,-1,-1,-1
12,1,20260113152554,101,100,1,1,1
13,1,20260113152554,231,230,1,1,1
14,0,20260113152554,0,0,-1,-1,-1
15,1,20260113152554,222,222,1,1,1
16,1,20260113152554,238,238,1,1,1
17,1,20260113152554,192,192,1,1,1
18,1,20260113152554,0,0,-1,-1,-1
19,0,20260113152554,0,0,-1,-1,-1
20,0,20260113152554,0,0,-1,-1,-1
21,1,20260113152554,0,0,-1,-1,-1
22,1,20260113152554,270,270,1,1,1
23,1,20260113152554,189,189,1,1,1
24,1,20260113152554,240,240,1,1,1
25,1,20260113152554,0,0,-1,-1,-1
26,1,20260113152554,260,260,1,1,1
27,1,20260113152554,187,187,1,1,1
28,1,20260113152554,0,0,-1,-1,-1
29,1,20260113152554,364,363,1,1,1
30,1,20260113152554,0,0,-1,-1,-1
31,1,20260113152554,221,220,1,1,1
32,1,20260113152554,182,181,1,1,1
33,1,20260113152554,0,0,-1,-1,-1
34,1,20260113152554,221,221,1,1,1
35,1,20260113152554,153,153,1,1,1
36,1,20260113152554,0,0,-1,-1,-1
37,1,20260113152554,205,206,1,1,1
38,1,20260113152554,206,206,1,1,1
39,1,20260113152554,112,109,1,1,1
40,1,20260113152554,290,290,1,1,1
41,0,20260113152554,0,0,-1,-1,-1
42,1,20260113152554,209,217,1,1,1
43,0,20260113152554,0,0,-1,-1,-1
44,0,20260113152554,0,0,-1,-1,-1
45,0,20260113152554,0,0,-1,-1,-1
46,0,20260113152554,0,0,-1,-1,-1
47,1,20260113152554,181,181,1,1,1
48,0,20260113152554,0,0,-1,-1,-1
49,1,20260113152554,304,304,1,1,1
50,1,20260113152554,0,0,-1,-1,-1
51,1,20260113152554,271,270,1,1,1
52,1,20260113152554,300,300,1,1,1
53,1,20260113152554,149,149,1,1,1
54,1,20260113152554,164,164,1,1,1
55,1,20260113152554,0,0,-1,-1,-1
56,1,20260113152554,0,0,-1,-1,-1
57,1,20260113152554,0,0,-1,-1,-1
58,1,20260113152554,0,0,-1,-1,-1
59,1,20260113152554,164,164,1,1,1
60,1,20260113152554,421,420,1,1,1
61,1,20260113152554,286,285,1,1,1
62,0,20260113152554,0,0,-1,-1,-1
63,0,20260113152554,0,0,-1,-1,-1
64,0,20260113152554,0,0,-1,-1,-1
65,1,20260113152554,176,198,1,1,1
66,1,20260113152554,253,224,0,0,1
67,1,20260113152554,473,486,0,0,1
68,1,20260113152554,132,133,1,1,1
69,1,20260113152554,143,141,1,1,1
70,1,20260113152554,138,136,1,1,1
71,0,20260113152554,118,109,0,1,2
72,0,20260113152554,195,197,1,1,1
73,0,20260113152554,123,124,1,1,1
74,0,20260113152554,135,121,0,0,1
75,0,20260113152554,267,249,1,1,1
76,0,20260113152554,109,113,1,1,1
77,1,20260113152554,433,432,1,1,1
78,1,20260113152554,430,427,1,1,1
1,1,20260113153054,305,304,1,1,1
2,1,20260113153054,0,0,-1,-1,-1
3,1,20260113153054,306,306,1,1,1
4,1,20260113153054,327,326,1,1,1
5,1,20260113153054,174,174,1,1,1
6,1,20260113153054,282,281,1,1,1
7,1,20260113153054,187,186,1,1,1
8,0,20260113153054,0,0,-1,-1,-1
9,0,20260113153054,0,0,-1,-1,-1
10,1,20260113153054,171,171,1,1,1
11,1,20260113153054,0,0,-1,-1,-1
12,1,20260113153054,101,101,1,1,1
13,1,20260113153054,231,230,1,1,1
14,0,20260113153054,0,0,-1,-1,-1
15,1,20260113153054,223,222,1,1,1
16,1,20260113153054,238,238,1,1,1
17,1,20260113153054,193,192,1,1,1
18,1,20260113153054,0,0,-1,-1,-1
19,0,20260113153054,0,0,-1,-1,-1
20,0,20260113153054,0,0,-1,-1,-1
21,1,20260113153054,0,0,-1,-1,-1
22,1,20260113153054,270,270,1,1,1
23,1,20260113153054,189,189,1,1,1
24,1,20260113153054,240,240,1,1,1
25,1,20260113153054,0,0,-1,-1,-1
26,1,20260113153054,260,260,1,1,1
27,1,20260113153054,186,186,1,1,1
28,1,20260113153054,0,0,-1,-1,-1
29,1,20260113153054,364,364,1,1,1
30,1,20260113153054,0,0,-1,-1,-1
31,1,20260113153054,219,220,1,1,1
32,1,20260113153054,182,180,1,1,1
33,1,20260113153054,0,0,-1,-1,-1
34,1,20260113153054,221,222,1,1,1
35,1,20260113153054,152,153,1,1,1
36,1,20260113153054,0,0,-1,-1,-1
37,1,20260113153054,209,207,1,1,1
38,1,20260113153054,206,206,1,1,1
39,1,20260113153054,112,110,1,1,1
40,1,20260113153054,290,290,1,1,1
41,0,20260113153054,0,0,-1,-1,-1
42,1,20260113153054,209,216,1,1,1
43,0,20260113153054,0,0,-1,-1,-1
44,0,20260113153054,0,0,-1,-1,-1
45,0,20260113153054,0,0,-1,-1,-1
46,0,20260113153054,0,0,-1,-1,-1
47,1,20260113153054,181,181,1,1,1
48,0,20260113153054,0,0,-1,-1,-1
49,1,20260113153054,304,304,1,1,1
50,1,20260113153054,0,0,-1,-1,-1
51,1,20260113153054,269,270,1,1,1
52,1,20260113153054,300,300,1,1,1
53,1,20260113153054,149,149,1,1,1
54,1,20260113153054,164,164,1,1,1
55,1,20260113153054,0,0,-1,-1,-1
56,1,20260113153054,0,0,-1,-1,-1
57,1,20260113153054,0,0,-1,-1,-1
58,1,20260113153054,0,0,-1,-1,-1
59,1,20260113153054,164,164,1,1,1
60,1,20260113153054,424,420,1,1,1
61,1,20260113153054,285,285,1,1,1
62,0,20260113153054,0,0,-1,-1,-1
63,0,20260113153054,0,0,-1,-1,-1
64,0,20260113153054,0,0,-1,-1,-1
65,1,20260113153054,234,190,0,1,2
66,1,20260113153054,238,253,0,0,1
67,1,20260113153054,475,469,0,0,1
68,1,20260113153054,137,135,0,1,2
69,1,20260113153054,142,142,1,1,1
70,1,20260113153054,140,138,1,1,1
71,0,20260113153054,121,113,0,1,2
72,0,20260113153054,203,193,1,1,1
73,0,20260113153054,124,122,1,1,1
74,0,20260113153054,198,146,0,0,1
75,0,20260113153054,262,259,1,1,1
76,0,20260113153054,116,111,0,0,1
77,1,20260113153054,432,433,1,1,1
78,1,20260113153054,433,432,1,1,1
1,1,20260113153553,305,305,1,1,1
2,1,20260113153553,0,0,-1,-1,-1
3,1,20260113153553,306,311,1,1,1
4,1,20260113153553,327,325,1,1,1
5,1,20260113153553,174,174,1,1,1
6,1,20260113153553,277,280,1,1,1
7,1,20260113153553,188,188,1,1,1
8,0,20260113153553,0,0,-1,-1,-1
9,0,20260113153553,0,0,-1,-1,-1
10,1,20260113153553,171,171,1,1,1
11,1,20260113153553,0,0,-1,-1,-1
12,1,20260113153553,101,101,1,1,1
13,1,20260113153553,231,232,1,1,1
14,0,20260113153553,0,0,-1,-1,-1
15,1,20260113153553,223,222,1,1,1
16,1,20260113153553,238,238,1,1,1
17,1,20260113153553,193,192,1,1,1
18,1,20260113153553,0,0,-1,-1,-1
19,0,20260113153553,0,0,-1,-1,-1
20,0,20260113153553,0,0,-1,-1,-1
21,1,20260113153553,0,0,-1,-1,-1
22,1,20260113153553,270,270,1,1,1
23,1,20260113153553,189,189,1,1,1
24,1,20260113153553,240,240,1,1,1
25,1,20260113153553,0,0,-1,-1,-1
26,1,20260113153553,260,260,1,1,1
27,1,20260113153553,186,186,1,1,1
28,1,20260113153553,0,0,-1,-1,-1
29,1,20260113153553,365,364,1,1,1
30,1,20260113153553,0,0,-1,-1,-1
31,1,20260113153553,219,220,1,1,1
32,1,20260113153553,0,0,-1,-1,-1
33,1,20260113153553,0,0,-1,-1,-1
34,1,20260113153553,221,222,1,1,1
35,1,20260113153553,153,152,1,1,1
36,1,20260113153553,0,0,-1,-1,-1
37,1,20260113153553,208,207,1,1,1
38,1,20260113153553,206,206,1,1,1
39,1,20260113153553,111,111,1,1,1
40,1,20260113153553,289,289,1,1,1
41,0,20260113153553,0,0,-1,-1,-1
42,1,20260113153553,217,215,1,1,1
43,0,20260113153553,0,0,-1,-1,-1
44,0,20260113153553,0,0,-1,-1,-1
45,0,20260113153553,0,0,-1,-1,-1
46,0,20260113153553,0,0,-1,-1,-1
47,1,20260113153553,181,180,1,1,1
48,0,20260113153553,0,0,-1,-1,-1
49,1,20260113153553,304,304,1,1,1
50,1,20260113153553,0,0,-1,-1,-1
51,1,20260113153553,269,269,1,1,1
52,1,20260113153553,300,300,1,1,1
53,1,20260113153553,149,149,1,1,1
54,1,20260113153553,164,164,1,1,1
55,1,20260113153553,0,0,-1,-1,-1
56,1,20260113153553,0,0,-1,-1,-1
57,1,20260113153553,0,0,-1,-1,-1
58,1,20260113153553,0,0,-1,-1,-1
59,1,20260113153553,164,164,1,1,1
60,1,20260113153553,424,422,1,1,1
61,1,20260113153553,286,285,1,1,1
62,0,20260113153553,0,0,-1,-1,-1
63,0,20260113153553,0,0,-1,-1,-1
64,0,20260113153553,0,0,-1,-1,-1
65,1,20260113153553,315,212,0,0,1
66,1,20260113153553,208,230,0,0,1
67,1,20260113153553,393,425,0,0,1
68,1,20260113153553,129,134,1,1,1
69,1,20260113153553,146,146,1,1,1
70,1,20260113153553,139,139,1,1,1
71,0,20260113153553,122,116,0,0,1
72,0,20260113153553,196,197,1,1,1
73,0,20260113153553,125,123,1,1,1
74,0,20260113153553,117,145,0,0,1
75,0,20260113153553,282,267,0,1,2
76,0,20260113153553,113,111,0,1,2
77,1,20260113153553,433,433,1,1,1
78,1,20260113153553,433,431,1,1,1
1,1,20260113154554,306,305,1,1,1
2,1,20260113154554,0,0,-1,-1,-1
3,1,20260113154554,306,306,1,1,1
4,1,20260113154554,327,326,1,1,1
5,1,20260113154554,174,174,1,1,1
6,1,20260113154554,276,276,1,1,1
7,1,20260113154554,187,188,1,1,1
8,0,20260113154554,0,0,-1,-1,-1
9,0,20260113154554,0,0,-1,-1,-1
10,1,20260113154554,171,171,1,1,1
11,1,20260113154554,0,0,-1,-1,-1
12,1,20260113154554,101,101,1,1,1
13,1,20260113154554,232,231,1,1,1
14,0,20260113154554,0,0,-1,-1,-1
15,1,20260113154554,223,223,1,1,1
16,1,20260113154554,238,238,1,1,1
17,1,20260113154554,192,192,1,1,1
18,1,20260113154554,0,0,-1,-1,-1
19,0,20260113154554,0,0,-1,-1,-1
20,0,20260113154554,0,0,-1,-1,-1
21,1,20260113154554,0,0,-1,-1,-1
22,1,20260113154554,271,270,1,1,1
23,1,20260113154554,189,189,1,1,1
24,1,20260113154554,240,240,1,1,1
25,1,20260113154554,0,0,-1,-1,-1
26,1,20260113154554,260,260,1,1,1
27,1,20260113154554,186,186,1,1,1
28,1,20260113154554,0,0,-1,-1,-1
29,1,20260113154554,365,364,1,1,1
30,1,20260113154554,0,0,-1,-1,-1
31,1,20260113154554,220,221,1,1,1
32,1,20260113154554,0,0,-1,-1,-1
33,1,20260113154554,0,0,-1,-1,-1
34,1,20260113154554,221,221,1,1,1
35,1,20260113154554,154,152,1,1,1
36,1,20260113154554,0,0,-1,-1,-1
37,1,20260113154554,206,206,1,1,1
38,1,20260113154554,206,206,1,1,1
39,1,20260113154554,109,110,1,1,1
40,1,20260113154554,290,289,1,1,1
41,0,20260113154554,0,0,-1,-1,-1
42,1,20260113154554,210,209,1,1,1
43,0,20260113154554,0,0,-1,-1,-1
44,0,20260113154554,0,0,-1,-1,-1
45,0,20260113154554,0,0,-1,-1,-1
46,0,20260113154554,0,0,-1,-1,-1
47,1,20260113154554,181,180,1,1,1
48,0,20260113154554,0,0,-1,-1,-1
49,1,20260113154554,304,304,1,1,1
50,1,20260113154554,0,0,-1,-1,-1
51,1,20260113154554,269,269,1,1,1
52,1,20260113154554,300,300,1,1,1
53,1,20260113154554,149,149,1,1,1
54,1,20260113154554,164,164,1,1,1
55,1,20260113154554,0,0,-1,-1,-1
56,1,20260113154554,0,0,-1,-1,-1
57,1,20260113154554,0,0,-1,-1,-1
58,1,20260113154554,104,104,1,1,1
59,1,20260113154554,164,164,1,1,1
60,1,20260113154554,416,419,1,1,1
61,1,20260113154554,285,285,1,1,1
62,0,20260113154554,0,0,-1,-1,-1
63,0,20260113154554,0,0,-1,-1,-1
64,0,20260113154554,0,0,-1,-1,-1
65,1,20260113154554,163,208,1,0,0
66,1,20260113154554,234,215,0,0,1
67,1,20260113154554,353,358,0,0,1
68,1,20260113154554,132,133,1,1,1
69,1,20260113154554,141,154,1,1,1
70,1,20260113154554,147,142,0,1,2
71,0,20260113154554,116,128,0,0,1
72,0,20260113154554,197,191,1,1,1
73,0,20260113154554,129,126,1,1,1
74,0,20260113154554,146,129,0,0,1
75,0,20260113154554,273,267,1,0,0
76,0,20260113154554,113,111,0,0,1
77,1,20260113154554,433,433,1,1,1
78,1,20260113154554,426,427,1,1,1
1,1,20260113155052,305,306,1,1,1
2,1,20260113155052,0,0,-1,-1,-1
3,1,20260113155052,306,305,1,1,1
4,1,20260113155052,327,327,1,1,1
5,1,20260113155052,174,174,1,1,1
6,1,20260113155052,276,276,1,1,1
7,1,20260113155052,185,185,1,1,1
8,0,20260113155052,0,0,-1,-1,-1
9,0,20260113155052,0,0,-1,-1,-1
10,1,20260113155052,171,171,1,1,1
11,1,20260113155052,0,0,-1,-1,-1
12,1,20260113155052,101,101,1,1,1
13,1,20260113155052,231,232,1,1,1
14,0,20260113155052,0,0,-1,-1,-1
15,1,20260113155052,224,223,1,1,1
16,1,20260113155052,238,238,1,1,1
17,1,20260113155052,192,192,1,1,1
18,1,20260113155052,0,0,-1,-1,-1
19,0,20260113155052,0,0,-1,-1,-1
20,0,20260113155052,0,0,-1,-1,-1
21,1,20260113155052,0,0,-1,-1,-1
22,1,20260113155052,270,270,1,1,1
23,1,20260113155052,189,189,1,1,1
24,1,20260113155052,240,240,1,1,1
25,1,20260113155052,0,0,-1,-1,-1
26,1,20260113155052,260,260,1,1,1
27,1,20260113155052,186,185,1,1,1
28,1,20260113155052,0,0,-1,-1,-1
29,1,20260113155052,365,364,1,1,1
30,1,20260113155052,0,0,-1,-1,-1
31,1,20260113155052,220,221,1,1,1
32,1,20260113155052,180,180,1,1,1
33,1,20260113155052,0,0,-1,-1,-1
34,1,20260113155052,221,220,1,1,1
35,1,20260113155052,159,154,1,1,1
36,1,20260113155052,0,0,-1,-1,-1
37,1,20260113155052,205,205,1,1,1
38,1,20260113155052,206,206,1,1,1
39,1,20260113155052,109,110,1,1,1
40,1,20260113155052,289,289,1,1,1
41,0,20260113155052,0,0,-1,-1,-1
42,1,20260113155052,213,206,1,1,1
43,0,20260113155052,0,0,-1,-1,-1
44,0,20260113155052,0,0,-1,-1,-1
45,0,20260113155052,0,0,-1,-1,-1
46,0,20260113155052,0,0,-1,-1,-1
47,1,20260113155052,181,181,1,1,1
48,0,20260113155052,0,0,-1,-1,-1
49,1,20260113155052,304,304,1,1,1
50,1,20260113155052,0,0,-1,-1,-1
51,1,20260113155052,269,269,1,1,1
52,1,20260113155052,300,300,1,1,1
53,1,20260113155052,149,149,1,1,1
54,1,20260113155052,164,164,1,1,1
55,1,20260113155052,0,0,-1,-1,-1
56,1,20260113155052,0,0,-1,-1,-1
57,1,20260113155052,0,0,-1,-1,-1
58,1,20260113155052,104,104,1,1,1
59,1,20260113155052,164,164,1,1,1
60,1,20260113155052,416,416,1,1,1
61,1,20260113155052,285,285,1,1,1
62,0,20260113155052,0,0,-1,-1,-1
63,0,20260113155052,0,0,-1,-1,-1
64,0,20260113155052,0,0,-1,-1,-1
65,1,20260113155052,158,160,1,0,0
66,1,20260113155052,152,193,0,0,1
67,1,20260113155052,393,369,0,0,1
68,1,20260113155052,127,131,1,1,1
69,1,20260113155052,143,154,1,1,1
70,1,20260113155052,136,140,1,1,1
71,0,20260113155052,112,121,1,0,0
72,0,20260113155052,199,191,1,1,1
73,0,20260113155052,126,127,1,1,1
74,0,20260113155052,130,128,0,0,1
75,0,20260113155052,273,264,0,1,2
76,0,20260113155052,120,113,0,0,1
77,1,20260113155052,432,433,1,1,1
78,1,20260113155052,427,425,1,1,1
1,1,20260113155555,306,305,1,1,1
2,1,20260113155555,0,0,-1,-1,-1
3,1,20260113155555,306,304,1,1,1
4,1,20260113155555,327,327,1,1,1
5,1,20260113155555,174,174,1,1,1
6,1,20260113155555,276,276,1,1,1
7,1,20260113155555,185,186,1,1,1
8,0,20260113155555,0,0,-1,-1,-1
9,0,20260113155555,0,0,-1,-1,-1
10,1,20260113155555,171,171,1,1,1
11,1,20260113155555,0,0,-1,-1,-1
12,1,20260113155555,101,100,1,1,1
13,1,20260113155555,231,230,1,1,1
14,0,20260113155555,0,0,-1,-1,-1
15,1,20260113155555,223,223,1,1,1
16,1,20260113155555,239,238,1,1,1
17,1,20260113155555,192,192,1,1,1
18,1,20260113155555,0,0,-1,-1,-1
19,0,20260113155555,0,0,-1,-1,-1
20,0,20260113155555,0,0,-1,-1,-1
21,1,20260113155555,0,0,-1,-1,-1
22,1,20260113155555,270,270,1,1,1
23,1,20260113155555,189,189,1,1,1
24,1,20260113155555,240,240,1,1,1
25,1,20260113155555,0,0,-1,-1,-1
26,1,20260113155555,260,260,1,1,1
27,1,20260113155555,187,187,1,1,1
28,1,20260113155555,0,0,-1,-1,-1
29,1,20260113155555,364,364,1,1,1
30,1,20260113155555,0,0,-1,-1,-1
31,1,20260113155555,222,220,1,1,1
32,1,20260113155555,180,179,1,1,1
33,1,20260113155555,0,0,-1,-1,-1
34,1,20260113155555,221,220,1,1,1
35,1,20260113155555,159,158,1,1,1
36,1,20260113155555,0,0,-1,-1,-1
37,1,20260113155555,205,205,1,1,1
38,1,20260113155555,206,206,1,1,1
39,1,20260113155555,109,109,1,1,1
40,1,20260113155555,289,289,1,1,1
41,0,20260113155555,0,0,-1,-1,-1
42,1,20260113155555,211,206,1,1,1
43,0,20260113155555,0,0,-1,-1,-1
44,0,20260113155555,0,0,-1,-1,-1
45,0,20260113155555,0,0,-1,-1,-1
46,0,20260113155555,0,0,-1,-1,-1
47,1,20260113155555,181,181,1,1,1
48,0,20260113155555,0,0,-1,-1,-1
49,1,20260113155555,304,304,1,1,1
50,1,20260113155555,0,0,-1,-1,-1
51,1,20260113155555,269,269,1,1,1
52,1,20260113155555,300,300,1,1,1
53,1,20260113155555,149,149,1,1,1
54,1,20260113155555,164,164,1,1,1
55,1,20260113155555,0,0,-1,-1,-1
56,1,20260113155555,0,0,-1,-1,-1
57,1,20260113155555,0,0,-1,-1,-1
58,1,20260113155555,0,0,-1,-1,-1
59,1,20260113155555,164,164,1,1,1
60,1,20260113155555,416,415,1,1,1
61,1,20260113155555,286,285,1,1,1
62,0,20260113155555,0,0,-1,-1,-1
63,0,20260113155555,0,0,-1,-1,-1
64,0,20260113155555,0,0,-1,-1,-1
65,1,20260113155555,168,149,0,1,2
66,1,20260113155555,195,198,0,0,1
67,1,20260113155555,394,374,0,0,1
68,1,20260113155555,125,128,1,1,1
69,1,20260113155555,137,141,1,1,1
70,1,20260113155555,139,140,1,1,1
71,0,20260113155555,113,115,1,1,1
72,0,20260113155555,191,190,1,1,1
73,0,20260113155555,127,126,1,1,1
74,0,20260113155555,97,124,1,0,0
75,0,20260113155555,261,259,1,1,1
76,0,20260113155555,109,115,0,0,1
77,1,20260113155555,433,434,1,1,1
78,1,20260113155555,426,426,1,1,1
1,1,20260113160054,307,306,1,1,1
2,1,20260113160054,0,0,-1,-1,-1
3,1,20260113160054,306,303,1,1,1
4,1,20260113160054,327,328,1,1,1
5,1,20260113160054,174,174,1,1,1
6,1,20260113160054,277,276,1,1,1
