idTram,infoDisponible,data,tempsActual,tempsPrevist,tempsRecorregutFutur,factorReferenciaActual,tendencia
19,0,20260111053053,0,0,-1,-1,-1
20,0,20260111053053,0,0,-1,-1,-1
21,1,20260111053053,0,0,-1,-1,-1
22,1,20260111053053,270,270,1,1,1
23,1,20260111053053,189,189,1,1,1
24,1,20260111053053,240,240,1,1,1
25,1,20260111053053,0,0,-1,-1,-1
26,1,20260111053053,0,0,-1,-1,-1
27,1,20260111053053,185,185,1,1,1
28,1,20260111053053,0,0,-1,-1,-1
29,1,20260111053053,364,363,1,1,1
30,1,20260111053053,0,0,-1,-1,-1
31,1,20260111053053,219,219,1,1,1
32,1,20260111053053,179,178,1,1,1
33,1,20260111053053,0,0,-1,-1,-1
34,1,20260111053053,220,220,1,1,1
35,1,20260111053053,150,151,1,1,1
36,1,20260111053053,0,0,-1,-1,-1
37,1,20260111053053,205,205,1,1,1
38,1,20260111053053,204,204,1,1,1
39,1,20260111053053,109,109,1,1,1
40,1,20260111053053,289,289,1,1,1
41,0,20260111053053,0,0,-1,-1,-1
42,1,20260111053053,205,205,1,1,1
43,0,20260111053053,0,0,-1,-1,-1
44,0,20260111053053,0,0,-1,-1,-1
45,0,20260111053053,0,0,-1,-1,-1
46,0,20260111053053,0,0,-1,-1,-1
47,1,20260111053053,180,180,1,1,1
48,0,20260111053053,0,0,-1,-1,-1
49,1,20260111053053,304,304,1,1,1
50,1,20260111053053,0,0,-1,-1,-1
51,1,20260111053053,269,269,1,1,1
52,1,20260111053053,299,299,1,1,1
53,1,20260111053053,0,0,-1,-1,-1
54,1,20260111053053,164,164,1,1,1
55,1,20260111053053,0,0,-1,-1,-1
56,1,20260111053053,0,0,-1,-1,-1
57,1,20260111053053,0,0,-1,-1,-1
58,1,20260111053053,0,0,-1,-1,-1
59,1,20260111053053,0,0,-1,-1,-1
60,1,20260111053053,414,414,1,1,1
61,1,20260111053053,284,285,1,1,1
62,0,20260111053053,0,0,-1,-1,-1
63,0,20260111053053,0,0,-1,-1,-1
64,0,20260111053053,0,0,-1,-1,-1
65,1,20260111053053,131,128,1,1,1
66,1,20260111053053,110,105,1,1,1
67,1,20260111053053,208,209,1,1,1
68,1,20260111053053,113,110,1,1,1
69,1,20260111053053,124,123,1,1,1
70,1,20260111053053,126,128,1,1,1
71,0,20260111053053,82,95,1,1,1
72,0,20260111053053,176,176,1,1,1
73,0,20260111053053,121,116,1,1,1
74,0,20260111053053,94,91,1,1,1
75,0,20260111053053,224,226,1,1,1
76,0,20260111053053,84,85,1,1,1
77,1,20260111053053,430,430,1,1,1
78,1,20260111053053,0,0,-1,-1,-1
1,1,20260111054552,300,300,1,1,1
2,1,20260111054552,0,0,-1,-1,-1
3,1,20260111054552,304,304,1,1,1
4,1,20260111054552,325,326,1,1,1
5,1,20260111054552,174,174,1,1,1
6,1,20260111054552,275,275,1,1,1
7,1,20260111054552,184,184,1,1,1
8,0,20260111054552,0,0,-1,-1,-1
9,0,20260111054552,0,0,-1,-1,-1
10,1,20260111054552,171,171,1,1,1
11,1,20260111054552,0,0,-1,-1,-1
12,1,20260111054552,99,99,1,1,1
13,1,20260111054552,230,230,1,1,1
14,0,20260111054552,0,0,-1,-1,-1
15,1,20260111054552,220,220,1,1,1
16,1,20260111054552,237,237,1,1,1
17,1,20260111054552,192,192,1,1,1
18,1,20260111054552,0,0,-1,-1,-1
19,0,20260111054552,0,0,-1,-1,-1
20,0,20260111054552,0,0,-1,-1,-1
21,1,20260111054552,0,0,-1,-1,-1
22,1,20260111054552,270,270,1,1,1
23,1,20260111054552,189,189,1,1,1
24,1,20260111054552,240,240,1,1,1
25,1,20260111054552,0,0,-1,-1,-1
26,1,20260111054552,0,0,-1,-1,-1
27,1,20260111054552,185,185,1,1,1
28,1,20260111054552,0,0,-1,-1,-1
29,1,20260111054552,363,363,1,1,1
30,1,20260111054552,0,0,-1,-1,-1
31,1,20260111054552,219,219,1,1,1
32,1,20260111054552,179,176,1,1,1
33,1,20260111054552,0,0,-1,-1,-1
34,1,20260111054552,220,220,1,1,1
35,1,20260111054552,149,149,1,1,1
36,1,20260111054552,0,0,-1,-1,-1
37,1,20260111054552,205,205,1,1,1
38,1,20260111054552,204,204,1,1,1
39,1,20260111054552,109,108,1,1,1
40,1,20260111054552,289,289,1,1,1
41,0,20260111054552,0,0,-1,-1,-1
42,1,20260111054552,205,205,1,1,1
43,0,20260111054552,0,0,-1,-1,-1
44,0,20260111054552,0,0,-1,-1,-1
45,0,20260111054552,0,0,-1,-1,-1
46,0,20260111054552,0,0,-1,-1,-1
47,1,20260111054552,180,180,1,1,1
48,0,20260111054552,0,0,-1,-1,-1
49,1,20260111054552,304,304,1,1,1
50,1,20260111054552,0,0,-1,-1,-1
51,1,20260111054552,0,0,-1,-1,-1
52,1,20260111054552,299,299,1,1,1
53,1,20260111054552,0,0,-1,-1,-1
54,1,20260111054552,164,164,1,1,1
55,1,20260111054552,0,0,-1,-1,-1
56,1,20260111054552,0,0,-1,-1,-1
57,1,20260111054552,0,0,-1,-1,-1
58,1,20260111054552,0,0,-1,-1,-1
59,1,20260111054552,0,0,-1,-1,-1
60,1,20260111054552,414,414,1,1,1
61,1,20260111054552,285,284,1,1,1
62,0,20260111054552,0,0,-1,-1,-1
63,0,20260111054552,0,0,-1,-1,-1
64,0,20260111054552,0,0,-1,-1,-1
65,1,20260111054552,125,128,1,1,1
66,1,20260111054552,110,100,1,1,1
67,1,20260111054552,206,205,1,1,1
68,1,20260111054552,111,112,1,1,1
69,1,20260111054552,127,127,1,1,1
70,1,20260111054552,131,130,1,1,1
71,0,20260111054552,86,95,1,1,1
72,0,20260111054552,179,177,1,1,1
73,0,20260111054552,126,120,1,1,1
74,0,20260111054552,93,93,1,1,1
75,0,20260111054552,233,229,1,1,1
76,0,20260111054552,81,85,1,1,1
77,1,20260111054552,430,430,1,1,1
78,1,20260111054552,0,0,-1,-1,-1
1,1,20260111055551,300,300,1,1,1
2,1,20260111055551,0,0,-1,-1,-1
3,1,20260111055551,304,304,1,1,1
4,1,20260111055551,324,324,1,1,1
5,1,20260111055551,175,174,1,1,1
6,1,20260111055551,275,275,1,1,1
7,1,20260111055551,185,184,1,1,1
8,0,20260111055551,0,0,-1,-1,-1
9,0,20260111055551,0,0,-1,-1,-1
10,1,20260111055551,171,171,1,1,1
11,1,20260111055551,0,0,-1,-1,-1
12,1,20260111055551,99,99,1,1,1
13,1,20260111055551,230,230,1,1,1
14,0,20260111055551,0,0,-1,-1,-1
15,1,20260111055551,220,220,1,1,1
16,1,20260111055551,237,237,1,1,1
17,1,20260111055551,192,192,1,1,1
18,1,20260111055551,0,0,-1,-1,-1
19,0,20260111055551,0,0,-1,-1,-1
20,0,20260111055551,0,0,-1,-1,-1
21,1,20260111055551,0,0,-1,-1,-1
22,1,20260111055551,270,270,1,1,1
23,1,20260111055551,189,189,1,1,1
24,1,20260111055551,240,240,1,1,1
25,1,20260111055551,0,0,-1,-1,-1
26,1,20260111055551,0,0,-1,-1,-1
27,1,20260111055551,185,185,1,1,1
28,1,20260111055551,0,0,-1,-1,-1
29,1,20260111055551,363,363,1,1,1
30,1,20260111055551,0,0,-1,-1,-1
31,1,20260111055551,219,219,1,1,1
32,1,20260111055551,0,0,-1,-1,-1
33,1,20260111055551,0,0,-1,-1,-1
34,1,20260111055551,220,220,1,1,1
35,1,20260111055551,150,149,1,1,1
36,1,20260111055551,0,0,-1,-1,-1
37,1,20260111055551,0,0,-1,-1,-1
38,1,20260111055551,204,204,1,1,1
39,1,20260111055551,108,108,1,1,1
40,1,20260111055551,289,289,1,1,1
41,0,20260111055551,0,0,-1,-1,-1
42,1,20260111055551,206,205,1,1,1
43,0,20260111055551,0,0,-1,-1,-1
44,0,20260111055551,0,0,-1,-1,-1
45,0,20260111055551,0,0,-1,-1,-1
46,0,20260111055551,0,0,-1,-1,-1
47,1,20260111055551,180,180,1,1,1
48,0,20260111055551,0,0,-1,-1,-1
49,1,20260111055551,304,304,1,1,1
50,1,20260111055551,0,0,-1,-1,-1
51,1,20260111055551,0,0,-1,-1,-1
52,1,20260111055551,299,299,1,1,1
53,1,20260111055551,0,0,-1,-1,-1
54,1,20260111055551,164,164,1,1,1
55,1,20260111055551,0,0,-1,-1,-1
56,1,20260111055551,0,0,-1,-1,-1
57,1,20260111055551,0,0,-1,-1,-1
58,1,20260111055551,0,0,-1,-1,-1
59,1,20260111055551,0,0,-1,-1,-1
60,1,20260111055551,414,414,1,1,1
61,1,20260111055551,285,285,1,1,1
62,0,20260111055551,0,0,-1,-1,-1
63,0,20260111055551,0,0,-1,-1,-1
64,0,20260111055551,0,0,-1,-1,-1
65,1,20260111055551,128,128,1,1,1
66,1,20260111055551,102,102,1,1,1
67,1,20260111055551,216,208,1,1,1
68,1,20260111055551,108,112,1,1,1
69,1,20260111055551,114,123,1,1,1
70,1,20260111055551,175,145,0,0,1
71,0,20260111055551,99,95,1,1,1
72,0,20260111055551,178,176,1,1,1
73,0,20260111055551,119,122,1,1,1
74,0,20260111055551,93,93,1,1,1
75,0,20260111055551,233,225,1,1,1
76,0,20260111055551,85,85,1,1,1
77,1,20260111055551,430,430,1,1,1
78,1,20260111055551,0,0,-1,-1,-1
1,1,20260111060553,300,300,1,1,1
2,1,20260111060553,0,0,-1,-1,-1
3,1,20260111060553,304,304,1,1,1
4,1,20260111060553,325,324,1,1,1
5,1,20260111060553,174,174,1,1,1
6,1,20260111060553,275,275,1,1,1
7,1,20260111060553,185,186,1,1,1
8,0,20260111060553,0,0,-1,-1,-1
9,0,20260111060553,0,0,-1,-1,-1
10,1,20260111060553,171,171,1,1,1
11,1,20260111060553,0,0,-1,-1,-1
12,1,20260111060553,99,99,1,1,1
13,1,20260111060553,230,230,1,1,1
14,0,20260111060553,0,0,-1,-1,-1
15,1,20260111060553,220,220,1,1,1
16,1,20260111060553,237,237,1,1,1
17,1,20260111060553,192,192,1,1,1
18,1,20260111060553,0,0,-1,-1,-1
19,0,20260111060553,0,0,-1,-1,-1
20,0,20260111060553,0,0,-1,-1,-1
21,1,20260111060553,0,0,-1,-1,-1
22,1,20260111060553,270,270,1,1,1
23,1,20260111060553,189,189,1,1,1
24,1,20260111060553,240,240,1,1,1
25,1,20260111060553,0,0,-1,-1,-1
26,1,20260111060553,260,260,1,1,1
27,1,20260111060553,185,185,1,1,1
28,1,20260111060553,0,0,-1,-1,-1
29,1,20260111060553,363,363,1,1,1
30,1,20260111060553,0,0,-1,-1,-1
31,1,20260111060553,219,219,1,1,1
32,1,20260111060553,0,0,-1,-1,-1
33,1,20260111060553,0,0,-1,-1,-1
34,1,20260111060553,220,220,1,1,1
35,1,20260111060553,150,151,1,1,1
36,1,20260111060553,0,0,-1,-1,-1
37,1,20260111060553,0,0,-1,-1,-1
38,1,20260111060553,204,204,1,1,1
39,1,20260111060553,110,110,1,1,1
40,1,20260111060553,289,289,1,1,1
41,0,20260111060553,0,0,-1,-1,-1
42,1,20260111060553,205,207,1,1,1
43,0,20260111060553,0,0,-1,-1,-1
44,0,20260111060553,0,0,-1,-1,-1
45,0,20260111060553,0,0,-1,-1,-1
46,0,20260111060553,0,0,-1,-1,-1
47,1,20260111060553,180,180,1,1,1
48,0,20260111060553,0,0,-1,-1,-1
49,1,20260111060553,0,0,-1,-1,-1
50,1,20260111060553,0,0,-1,-1,-1
51,1,20260111060553,0,0,-1,-1,-1
52,1,20260111060553,299,299,1,1,1
53,1,20260111060553,149,149,1,1,1
54,1,20260111060553,164,164,1,1,1
55,1,20260111060553,0,0,-1,-1,-1
56,1,20260111060553,0,0,-1,-1,-1
57,1,20260111060553,0,0,-1,-1,-1
58,1,20260111060553,0,0,-1,-1,-1
59,1,20260111060553,164,164,1,1,1
60,1,20260111060553,414,414,1,1,1
61,1,20260111060553,0,0,-1,-1,-1
62,0,20260111060553,0,0,-1,-1,-1
63,0,20260111060553,0,0,-1,-1,-1
64,0,20260111060553,0,0,-1,-1,-1
65,1,20260111060553,125,128,1,1,1
66,1,20260111060553,100,100,1,1,1
67,1,20260111060553,207,207,1,1,1
68,1,20260111060553,119,114,1,1,1
69,1,20260111060553,127,123,1,1,1
70,1,20260111060553,126,142,1,0,0
71,0,20260111060553,89,95,1,1,1
72,0,20260111060553,181,180,1,1,1
73,0,20260111060553,119,120,1,1,1
74,0,20260111060553,90,97,1,1,1
75,0,20260111060553,224,230,1,1,1
76,0,20260111060553,84,85,1,1,1
77,1,20260111060553,430,430,1,1,1
78,1,20260111060553,0,0,-1,-1,-1
1,1,20260111062056,300,300,1,1,1
2,1,20260111062056,0,0,-1,-1,-1
3,1,20260111062056,304,304,1,1,1
4,1,20260111062056,325,324,1,1,1
5,1,20260111062056,174,174,1,1,1
6,1,20260111062056,275,275,1,1,1
7,1,20260111062056,185,184,1,1,1
8,0,20260111062056,0,0,-1,-1,-1
9,0,20260111062056,0,0,-1,-1,-1
10,1,20260111062056,171,171,1,1,1
11,1,20260111062056,0,0,-1,-1,-1
12,1,20260111062056,99,99,1,1,1
13,1,20260111062056,230,230,1,1,1
14,0,20260111062056,0,0,-1,-1,-1
15,1,20260111062056,220,220,1,1,1
16,1,20260111062056,237,237,1,1,1
17,1,20260111062056,192,192,1,1,1
18,1,20260111062056,0,0,-1,-1,-1
19,0,20260111062056,0,0,-1,-1,-1
20,0,20260111062056,0,0,-1,-1,-1
21,1,20260111062056,0,0,-1,-1,-1
22,1,20260111062056,270,270,1,1,1
23,1,20260111062056,189,189,1,1,1
24,1,20260111062056,240,240,1,1,1
25,1,20260111062056,0,0,-1,-1,-1
26,1,20260111062056,260,260,1,1,1
27,1,20260111062056,185,185,1,1,1
28,1,20260111062056,260,260,1,1,1
29,1,20260111062056,363,363,1,1,1
30,1,20260111062056,0,0,-1,-1,-1
31,1,20260111062056,219,219,1,1,1
32,1,20260111062056,0,0,-1,-1,-1
33,1,20260111062056,0,0,-1,-1,-1
34,1,20260111062056,220,220,1,1,1
35,1,20260111062056,150,149,1,1,1
36,1,20260111062056,0,0,-1,-1,-1
37,1,20260111062056,0,0,-1,-1,-1
38,1,20260111062056,204,204,1,1,1
39,1,20260111062056,110,109,1,1,1
40,1,20260111062056,289,289,1,1,1
41,0,20260111062056,0,0,-1,-1,-1
42,1,20260111062056,206,205,1,1,1
43,0,20260111062056,0,0,-1,-1,-1
44,0,20260111062056,0,0,-1,-1,-1
45,0,20260111062056,0,0,-1,-1,-1
46,0,20260111062056,0,0,-1,-1,-1
47,1,20260111062056,180,180,1,1,1
48,0,20260111062056,0,0,-1,-1,-1
49,1,20260111062056,304,304,1,1,1
50,1,20260111062056,0,0,-1,-1,-1
51,1,20260111062056,0,0,-1,-1,-1
52,1,20260111062056,299,299,1,1,1
53,1,20260111062056,149,149,1,1,1
54,1,20260111062056,164,164,1,1,1
55,1,20260111062056,0,0,-1,-1,-1
56,1,20260111062056,0,0,-1,-1,-1
57,1,20260111062056,0,0,-1,-1,-1
58,1,20260111062056,0,0,-1,-1,-1
59,1,20260111062056,0,0,-1,-1,-1
60,1,20260111062056,414,414,1,1,1
61,1,20260111062056,284,284,1,1,1
62,0,20260111062056,0,0,-1,-1,-1
63,0,20260111062056,0,0,-1,-1,-1
64,0,20260111062056,0,0,-1,-1,-1
65,1,20260111062056,139,131,1,1,1
66,1,20260111062056,105,103,1,1,1
67,1,20260111062056,222,219,1,1,1
68,1,20260111062056,111,115,1,1,1
69,1,20260111062056,125,130,1,1,1
70,1,20260111062056,121,127,1,1,1
71,0,20260111062056,89,95,1,1,1
72,0,20260111062056,170,175,1,1,1
73,0,20260111062056,122,120,1,1,1
74,0,20260111062056,95,94,1,1,1
75,0,20260111062056,227,229,1,1,1
76,0,20260111062056,81,85,1,1,1
77,1,20260111062056,430,430,1,1,1
78,1,20260111062056,0,0,-1,-1,-1
1,1,20260111063103,300,300,1,1,1
2,1,20260111063103,0,0,-1,-1,-1
3,1,20260111063103,0,0,-1,-1,-1
4,1,20260111063103,324,325,1,1,1
5,1,20260111063103,174,174,1,1,1
6,1,20260111063103,275,275,1,1,1
7,1,20260111063103,185,184,1,1,1
8,0,20260111063103,0,0,-1,-1,-1
9,0,20260111063103,0,0,-1,-1,-1
10,1,20260111063103,171,171,1,1,1
11,1,20260111063103,0,0,-1,-1,-1
12,1,20260111063103,99,99,1,1,1
13,1,20260111063103,230,230,1,1,1
14,0,20260111063103,0,0,-1,-1,-1
15,1,20260111063103,220,220,1,1,1
16,1,20260111063103,237,237,1,1,1
17,1,20260111063103,192,192,1,1,1
18,1,20260111063103,0,0,-1,-1,-1
19,0,20260111063103,0,0,-1,-1,-1
20,0,20260111063103,0,0,-1,-1,-1
21,1,20260111063103,0,0,-1,-1,-1
22,1,20260111063103,0,0,-1,-1,-1
23,1,20260111063103,189,189,1,1,1
24,1,20260111063103,240,240,1,1,1
25,1,20260111063103,0,0,-1,-1,-1
26,1,20260111063103,260,260,1,1,1
27,1,20260111063103,185,185,1,1,1
28,1,20260111063103,0,0,-1,-1,-1
29,1,20260111063103,363,363,1,1,1
30,1,20260111063103,0,0,-1,-1,-1
31,1,20260111063103,219,219,1,1,1
32,1,20260111063103,0,0,-1,-1,-1
33,1,20260111063103,0,0,-1,-1,-1
34,1,20260111063103,220,220,1,1,1
35,1,20260111063103,150,150,1,1,1
36,1,20260111063103,0,0,-1,-1,-1
37,1,20260111063103,205,205,1,1,1
38,1,20260111063103,204,204,1,1,1
39,1,20260111063103,109,109,1,1,1
40,1,20260111063103,289,289,1,1,1
41,0,20260111063103,0,0,-1,-1,-1
42,1,20260111063103,205,206,1,1,1
43,0,20260111063103,0,0,-1,-1,-1
44,0,20260111063103,0,0,-1,-1,-1
45,0,20260111063103,0,0,-1,-1,-1
46,0,20260111063103,0,0,-1,-1,-1
47,1,20260111063103,180,180,1,1,1
48,0,20260111063103,0,0,-1,-1,-1
49,1,20260111063103,304,304,1,1,1
50,1,20260111063103,0,0,-1,-1,-1
51,1,20260111063103,0,0,-1,-1,-1
52,1,20260111063103,299,299,1,1,1
53,1,20260111063103,149,149,1,1,1
54,1,20260111063103,164,164,1,1,1
55,1,20260111063103,0,0,-1,-1,-1
56,1,20260111063103,0,0,-1,-1,-1
57,1,20260111063103,0,0,-1,-1,-1
58,1,20260111063103,0,0,-1,-1,-1
59,1,20260111063103,0,0,-1,-1,-1
60,1,20260111063103,414,414,1,1,1
61,1,20260111063103,0,0,-1,-1,-1
62,0,20260111063103,0,0,-1,-1,-1
63,0,20260111063103,0,0,-1,-1,-1
64,0,20260111063103,0,0,-1,-1,-1
65,1,20260111063103,127,132,1,1,1
66,1,20260111063103,106,104,1,1,1
67,1,20260111063103,214,210,1,1,1
68,1,20260111063103,119,114,1,1,1
69,1,20260111063103,125,128,1,1,1
70,1,20260111063103,128,127,1,1,1
71,0,20260111063103,89,95,1,1,1
72,0,20260111063103,170,175,1,1,1
73,0,20260111063103,118,120,1,1,1
74,0,20260111063103,95,94,1,1,1
75,0,20260111063103,231,233,1,1,1
76,0,20260111063103,87,85,1,1,1
77,1,20260111063103,430,430,1,1,1
78,1,20260111063103,0,0,-1,-1,-1
1,1,20260111064553,300,300,1,1,1
2,1,20260111064553,0,0,-1,-1,-1
3,1,20260111064553,0,0,-1,-1,-1
4,1,20260111064553,325,325,1,1,1
5,1,20260111064553,174,174,1,1,1
6,1,20260111064553,275,275,1,1,1
7,1,20260111064553,185,184,1,1,1
8,0,20260111064553,0,0,-1,-1,-1
9,0,20260111064553,0,0,-1,-1,-1
10,1,20260111064553,171,171,1,1,1
11,1,20260111064553,0,0,-1,-1,-1
12,1,20260111064553,99,99,1,1,1
13,1,20260111064553,230,230,1,1,1
14,0,20260111064553,0,0,-1,-1,-1
15,1,20260111064553,220,220,1,1,1
16,1,20260111064553,237,237,1,1,1
17,1,20260111064553,192,192,1,1,1
18,1,20260111064553,0,0,-1,-1,-1
19,0,20260111064553,0,0,-1,-1,-1
20,0,20260111064553,0,0,-1,-1,-1
21,1,20260111064553,0,0,-1,-1,-1
22,1,20260111064553,0,0,-1,-1,-1
23,1,20260111064553,189,189,1,1,1
24,1,20260111064553,240,240,1,1,1
25,1,20260111064553,0,0,-1,-1,-1
26,1,20260111064553,0,0,-1,-1,-1
27,1,20260111064553,185,185,1,1,1
28,1,20260111064553,260,260,1,1,1
29,1,20260111064553,363,363,1,1,1
30,1,20260111064553,0,0,-1,-1,-1
31,1,20260111064553,219,219,1,1,1
32,1,20260111064553,0,0,-1,-1,-1
33,1,20260111064553,0,0,-1,-1,-1
34,1,20260111064553,220,220,1,1,1
35,1,20260111064553,150,150,1,1,1
36,1,20260111064553,0,0,-1,-1,-1
37,1,20260111064553,205,205,1,1,1
38,1,20260111064553,204,204,1,1,1
39,1,20260111064553,110,108,1,1,1
40,1,20260111064553,289,289,1,1,1
41,0,20260111064553,0,0,-1,-1,-1
42,1,20260111064553,209,206,1,1,1
43,0,20260111064553,0,0,-1,-1,-1
44,0,20260111064553,0,0,-1,-1,-1
45,0,20260111064553,0,0,-1,-1,-1
46,0,20260111064553,0,0,-1,-1,-1
47,1,20260111064553,180,180,1,1,1
48,0,20260111064553,0,0,-1,-1,-1
49,1,20260111064553,304,304,1,1,1
50,1,20260111064553,0,0,-1,-1,-1
51,1,20260111064553,0,0,-1,-1,-1
52,1,20260111064553,299,299,1,1,1
53,1,20260111064553,149,149,1,1,1
54,1,20260111064553,164,164,1,1,1
55,1,20260111064553,0,0,-1,-1,-1
56,1,20260111064553,0,0,-1,-1,-1
57,1,20260111064553,0,0,-1,-1,-1
58,1,20260111064553,0,0,-1,-1,-1
59,1,20260111064553,0,0,-1,-1,-1
60,1,20260111064553,414,414,1,1,1
61,1,20260111064553,284,285,1,1,1
62,0,20260111064553,0,0,-1,-1,-1
63,0,20260111064553,0,0,-1,-1,-1
64,0,20260111064553,0,0,-1,-1,-1
65,1,20260111064553,122,133,1,1,1
66,1,20260111064553,95,104,1,1,1
67,1,20260111064553,217,210,1,1,1
68,1,20260111064553,112,115,1,1,1
69,1,20260111064553,129,133,1,1,1
70,1,20260111064553,127,135,1,1,1
71,0,20260111064553,90,95,1,1,1
72,0,20260111064553,171,177,1,1,1
73,0,20260111064553,123,124,1,1,1
74,0,20260111064553,94,95,1,1,1
75,0,20260111064553,229,230,1,1,1
76,0,20260111064553,88,88,1,1,1
77,1,20260111064553,430,430,1,1,1
78,1,20260111064553,0,0,-1,-1,-1
1,1,20260111065617,300,300,1,1,1
2,1,20260111065617,0,0,-1,-1,-1
3,1,20260111065617,304,304,1,1,1
4,1,20260111065617,325,324,1,1,1
5,1,20260111065617,174,174,1,1,1
6,1,20260111065617,275,275,1,1,1
7,1,20260111065617,185,185,1,1,1
8,0,20260111065617,0,0,-1,-1,-1
9,0,20260111065617,0,0,-1,-1,-1
10,1,20260111065617,171,171,1,1,1
11,1,20260111065617,0,0,-1,-1,-1
12,1,20260111065617,99,99,1,1,1
13,1,20260111065617,230,230,1,1,1
14,0,20260111065617,0,0,-1,-1,-1
15,1,20260111065617,220,220,1,1,1
16,1,20260111065617,237,237,1,1,1
17,1,20260111065617,192,192,1,1,1
18,1,20260111065617,0,0,-1,-1,-1
19,0,20260111065617,0,0,-1,-1,-1
20,0,20260111065617,0,0,-1,-1,-1
21,1,20260111065617,0,0,-1,-1,-1
22,1,20260111065617,270,270,1,1,1
23,1,20260111065617,189,189,1,1,1
24,1,20260111065617,240,240,1,1,1
25,1,20260111065617,0,0,-1,-1,-1
26,1,20260111065617,260,260,1,1,1
27,1,20260111065617,185,185,1,1,1
28,1,20260111065617,0,0,-1,-1,-1
29,1,20260111065617,363,363,1,1,1
30,1,20260111065617,0,0,-1,-1,-1
31,1,20260111065617,219,219,1,1,1
32,1,20260111065617,0,0,-1,-1,-1
33,1,20260111065617,0,0,-1,-1,-1
34,1,20260111065617,0,0,-1,-1,-1
35,1,20260111065617,150,150,1,1,1
36,1,20260111065617,0,0,-1,-1,-1
37,1,20260111065617,0,0,-1,-1,-1
38,1,20260111065617,204,204,1,1,1
39,1,20260111065617,108,108,1,1,1
40,1,20260111065617,289,289,1,1,1
41,0,20260111065617,0,0,-1,-1,-1
42,1,20260111065617,206,207,1,1,1
43,0,20260111065617,0,0,-1,-1,-1
44,0,20260111065617,0,0,-1,-1,-1
45,0,20260111065617,0,0,-1,-1,-1
46,0,20260111065617,0,0,-1,-1,-1
47,1,20260111065617,180,180,1,1,1
48,0,20260111065617,0,0,-1,-1,-1
49,1,20260111065617,304,304,1,1,1
50,1,20260111065617,0,0,-1,-1,-1
51,1,20260111065617,269,269,1,1,1
52,1,20260111065617,299,299,1,1,1
53,1,20260111065617,149,149,1,1,1
54,1,20260111065617,164,164,1,1,1
55,1,20260111065617,0,0,-1,-1,-1
56,1,20260111065617,0,0,-1,-1,-1
57,1,20260111065617,0,0,-1,-1,-1
58,1,20260111065617,0,0,-1,-1,-1
59,1,20260111065617,164,164,1,1,1
60,1,20260111065617,414,414,1,1,1
61,1,20260111065617,0,0,-1,-1,-1
62,0,20260111065617,0,0,-1,-1,-1
63,0,20260111065617,0,0,-1,-1,-1
64,0,20260111065617,0,0,-1,-1,-1
65,1,20260111065617,132,131,1,1,1
66,1,20260111065617,106,102,1,1,1
67,1,20260111065617,213,215,1,1,1
68,1,20260111065617,114,115,1,1,1
69,1,20260111065617,126,129,1,1,1
70,1,20260111065617,130,129,1,1,1
71,0,20260111065617,91,95,1,1,1
72,0,20260111065617,178,172,1,1,1
73,0,20260111065617,119,121,1,1,1
74,0,20260111065617,93,95,1,1,1
75,0,20260111065617,237,232,1,1,1
76,0,20260111065617,87,89,1,1,1
77,1,20260111065617,430,430,1,1,1
78,1,20260111065617,0,0,-1,-1,-1
1,1,20260111071052,300,300,1,1,1
2,1,20260111071052,0,0,-1,-1,-1
3,1,20260111071052,304,304,1,1,1
4,1,20260111071052,324,325,1,1,1
5,1,20260111071052,175,174,1,1,1
6,1,20260111071052,275,275,1,1,1
7,1,20260111071052,184,184,1,1,1
8,0,20260111071052,0,0,-1,-1,-1
9,0,20260111071052,0,0,-1,-1,-1
10,1,20260111071052,171,171,1,1,1
11,1,20260111071052,0,0,-1,-1,-1
12,1,20260111071052,99,99,1,1,1
13,1,20260111071052,230,230,1,1,1
14,0,20260111071052,0,0,-1,-1,-1
15,1,20260111071052,220,220,1,1,1
16,1,20260111071052,237,237,1,1,1
17,1,20260111071052,192,192,1,1,1
18,1,20260111071052,0,0,-1,-1,-1
19,0,20260111071052,0,0,-1,-1,-1
20,0,20260111071052,0,0,-1,-1,-1
21,1,20260111071052,0,0,-1,-1,-1
22,1,20260111071052,270,270,1,1,1
23,1,20260111071052,189,189,1,1,1
24,1,20260111071052,240,240,1,1,1
25,1,20260111071052,0,0,-1,-1,-1
26,1,20260111071052,0,0,-1,-1,-1
27,1,20260111071052,185,185,1,1,1
28,1,20260111071052,0,0,-1,-1,-1
29,1,20260111071052,363,363,1,1,1
30,1,20260111071052,0,0,-1,-1,-1
31,1,20260111071052,219,219,1,1,1
32,1,20260111071052,0,0,-1,-1,-1
33,1,20260111071052,0,0,-1,-1,-1
34,1,20260111071052,220,220,1,1,1
35,1,20260111071052,150,149,1,1,1
36,1,20260111071052,0,0,-1,-1,-1
37,1,20260111071052,0,0,-1,-1,-1
38,1,20260111071052,204,204,1,1,1
39,1,20260111071052,110,110,1,1,1
40,1,20260111071052,289,289,1,1,1
41,0,20260111071052,0,0,-1,-1,-1
42,1,20260111071052,205,206,1,1,1
43,0,20260111071052,0,0,-1,-1,-1
44,0,20260111071052,0,0,-1,-1,-1
45,0,20260111071052,0,0,-1,-1,-1
46,0,20260111071052,0,0,-1,-1,-1
47,1,20260111071052,180,180,1,1,1
48,0,20260111071052,0,0,-1,-1,-1
